UNIQUE_CODE,FIRST_ORDER_DATE,LATEST_ORDER_DATE,TENURE_IN_COMPLETE_DAYS,STATUS,GMV_10K_LEVEL_VOICE_PLATFORM,CUISINE_TYPE,SERVICE_TYPE,SERVICE_RATE_PERCENT,ORDER_COUNT_VOICE_PLATFORM,ZIP_CODE,BUSINESS_PHONE_COUNT,WEEKLY_SERVICE_HOURS,TOTAL_MISTAKES_COUNT,AVG_CALL_DURATION_SECONDS
TEST##89566,2025-08-28,2025-10-05,38,active,level_3 ($30000 to $39999),chinese_american,full_time,7.99,1003,23231,2,60,21,108
TEST##87938,2024-11-27,2025-10-05,312,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,5296,19095,3,60,23,82
TEST##87887,2024-10-21,2025-10-06,350,active,level_0 ($0 to $9999),pizza,full_time,7.99,2622,19026,1,91,19,86
TEST##87981,2024-12-13,2025-10-06,297,active,level_1 ($10000 to $19999),chinese_american,full_time,7.59,4796,01201,2,82,10,102
TEST##89258,2025-04-23,2025-04-29,6,suspended,level_0 ($0 to $9999),chinese_american,full_time,6.99,58,44906,1,53,13,103
TEST##85695,2023-06-24,2023-09-30,98,suspended,level_0 ($0 to $9999),advanced,full_time,6.99,464,02914,1,,6,76
TEST##87089,2024-04-08,2024-05-04,26,suspended,level_0 ($0 to $9999),advanced,full_time,6.99,126,53225,2,,6,118
TEST##86673,2023-12-22,2025-10-05,653,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,17757,27614,1,65,63,70
TEST##87866,2024-11-06,2025-10-06,334,active,level_1 ($10000 to $19999),chinese_american,part_time,6.99,3182,06810,1,30,15,82
TEST##85538,2023-05-03,2025-10-06,887,active,level_1 ($10000 to $19999),chinese_american,full_time,7.59,13074,34714,1,83,117,110
TEST##86078,2023-09-05,2025-10-05,761,active,level_3 ($30000 to $39999),chinese_american,full_time,7.99,30773,08034,1,69,164,98
TEST##85938,2023-08-19,2023-09-05,17,canceled,level_4 ($40000 to $49999),chinese_american,full_time,8.19,1117,18407,2,,23,96
TEST##85308,2023-04-01,2024-12-24,633,canceled,level_3 ($30000 to $39999),chinese_american,part_time,6.99,3541,44667,2,,32,75
TEST##86659,2023-12-28,2025-10-06,648,active,level_3 ($30000 to $39999),chinese_american,part_time,6.99,18449,33541,1,27,32,71
TEST##85728,2023-06-29,2025-10-06,830,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,13118,53532,1,50,24,66
TEST##89098,2025-02-18,2025-02-23,5,canceled,level_4 ($40000 to $49999),chinese_american,full_time,6.99,323,36345,,,12,64
TEST##87037,2024-03-20,2024-05-19,60,suspended,level_2 ($20000 to $29999),chinese_american,full_time,6.99,729,N3W IB9,1,,35,106
TEST##87659,2024-08-27,2025-10-06,405,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,5789,63136,1,35,26,79
TEST##89557,2025-08-16,2025-10-05,50,active,level_7 ($70000 to $79999),chinese_american,full_time,6.99,3192,16365,2,57,16,80
TEST##89563,2025-08-17,2025-10-06,50,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,224,62450,1,67,6,94
TEST##86236,2023-10-29,2025-04-23,542,canceled,level_7 ($70000 to $79999),advanced,full_time,6.99,76846,70501,1,,261,80
TEST##85101,2023-01-29,2025-10-06,981,active,level_3 ($30000 to $39999),chinese_japanese,full_time,6.99,58400,27217,2,75,77,79
TEST##85658,2023-06-11,2025-10-06,848,active,level_1 ($10000 to $19999),advanced,full_time,6.99,12494,11803,1,68,225,108
TEST##85628,2023-06-03,2025-10-06,856,active,level_5 ($50000 to $59999),chinese_american,full_time,7.79,45151,06040,2,58,206,100
TEST##85709,2023-07-12,2023-08-11,30,canceled,level_4 ($40000 to $49999),advanced,full_time,6.99,1604,33312,2,,40,92
TEST##85833,2023-08-04,2025-10-05,793,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,9530,48205,1,53,47,83
TEST##85179,2023-02-24,2023-11-25,274,suspended,level_2 ($20000 to $29999),chinese_japanese,part_time,7.59,3219,60458,2,,27,90
TEST##86727,2023-12-29,2025-10-06,647,active,level_1 ($10000 to $19999),chinese_american,part_time,8.19,14340,19124,1,54,89,98
TEST##85827,2023-08-02,2025-10-04,794,active,level_0 ($0 to $9999),chinese_american,full_time,8,5243,85206,2,68,80,106
TEST##87383,2024-07-12,2025-10-06,451,active,level_0 ($0 to $9999),chinese_american,part_time,7.59,4165,17512,1,32,28,88
TEST##85086,2023-01-20,2023-10-27,280,suspended,level_1 ($10000 to $19999),chinese_american,part_time,6.99,1867,46077,1,,24,87
TEST##89219,2025-04-04,2025-10-06,185,active,level_0 ($0 to $9999),advanced,full_time,6.99,1706,34471,1,66,15,90
TEST##85506,2023-05-01,2025-10-06,889,active,level_2 ($20000 to $29999),advanced,full_time,5.1,22775,70401,1,79,73,76
TEST##89333,2025-07-11,2025-10-06,87,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,1133,22603,2,72,11,82
TEST##85577,2023-05-25,2024-10-23,517,canceled,level_1 ($10000 to $19999),chinese_japanese,part_time,6.99,4826,28037,1,,28,91
TEST##85918,2023-08-14,2023-10-28,75,suspended,level_1 ($10000 to $19999),chinese_american,full_time,8,1858,23517,3,,10,101
TEST##87225,2024-05-11,2025-10-05,512,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,7650,32136,2,61,19,71
TEST##87586,2024-08-07,2025-10-06,425,active,level_0 ($0 to $9999),chinese_american,part_time,6.99,1440,29681,2,10,19,84
TEST##85161,2023-02-22,2023-03-24,30,canceled,level_1 ($10000 to $19999),chinese_american,part_time,6.99,337,34202,2,,7,97
TEST##86701,2024-01-13,2024-02-03,21,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,95,11236,2,,6,101
TEST##89579,2025-09-01,2025-10-06,35,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,603,08046,2,71,4,72
TEST##89356,2025-07-01,2025-10-05,96,active,level_6 ($60000 to $69999),chinese_american,full_time,7.79,6593,08873,2,70,95,99
TEST##87703,2024-09-07,2025-10-06,394,active,level_4 ($40000 to $49999),chinese_american,full_time,8.19,21026,19150,2,66,220,105
TEST##85399,2023-05-02,2025-10-06,888,active,level_6 ($60000 to $69999),advanced,full_time,5.1,45808,70737,1,79,104,86
TEST##87062,2024-03-19,2025-10-05,565,active,level_2 ($20000 to $29999),chinese_american,part_time,6.99,12471,07470,2,36,48,74
TEST##85365,2023-04-16,2025-10-05,903,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,9710,32952,1,64,34,73
TEST##89368,2025-07-12,2025-10-05,85,active,level_4 ($40000 to $49999),chinese_american,full_time,7.79,4303,08861,2,67,34,94
TEST##85605,2023-06-02,2025-10-06,857,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,18520,23418,1,66,85,73
TEST##85087,2023-01-21,2024-06-28,524,canceled,level_1 ($10000 to $19999),chinese_american,part_time,7.59,3762,L7L 0B6,2,,63,102
TEST##85991,2023-08-31,2025-10-04,765,active,level_6 ($60000 to $69999),chinese_american,part_time,6.99,24631,28451,1,14,56,74
TEST##86165,2023-09-22,2023-11-14,53,suspended,level_2 ($20000 to $29999),advanced,full_time,8,1352,21221,3,,11,117
TEST##89389,2025-07-23,2025-10-06,75,active,level_0 ($0 to $9999),chinese_american,full_time,7.59,479,07442,,63,19,119
TEST##86293,2023-10-28,2025-10-05,708,active,level_1 ($10000 to $19999),japanese,full_time,6.99,8986,32210,2,66,38,74
TEST##86336,2023-10-31,2025-10-05,705,active,level_0 ($0 to $9999),chinese_american,part_time,6.99,4782,54656,2,27,12,69
TEST##89179,2025-03-16,2025-10-05,203,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,4687,21793,2,66,21,66
TEST##87755,2024-09-24,2025-10-05,376,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,9874,27712,2,55,24,74
TEST##87359,2024-07-02,2025-03-18,259,suspended,level_0 ($0 to $9999),japanese,full_time,6.99,356,33948,2,64,7,57
TEST##87191,2024-05-04,2024-05-11,7,suspended,level_0 ($0 to $9999),advanced,full_time,6.99,27,70737,1,61,3,213
TEST##87613,2024-08-20,2025-08-31,376,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,2987,44907,1,61,6,79
TEST##85038,2023-01-10,2025-10-05,999,active,level_2 ($20000 to $29999),advanced,full_time,6.99,28824,30223,2,60,108,83
TEST##86287,2023-10-25,2024-11-25,397,canceled,level_1 ($10000 to $19999),chinese_american,part_time,7.59,4053,22407,2,,33,119
TEST##86093,2023-09-08,2025-10-05,758,active,level_4 ($40000 to $49999),chinese_american,part_time,7.59,20284,14450,2,18,66,85
TEST##85255,2023-03-12,2023-05-24,73,canceled,level_1 ($10000 to $19999),chinese_american,full_time,6.99,2082,27804,2,,39,75
TEST##87283,2024-06-06,2025-09-07,458,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,2244,19026,2,64,33,107
TEST##86586,2023-12-10,2025-10-05,665,active,level_4 ($40000 to $49999),chinese_american,part_time,6.99,22689,47122,1,27,57,68
TEST##85932,2023-09-11,2023-10-13,32,suspended,level_8 ($80000 to $89999),advanced,part_time,6.5,3481,21208,1,,41,107
TEST##87626,2024-08-19,2025-10-06,413,active,level_2 ($20000 to $29999),chinese_american,part_time,7.59,4852,11782,2,14,43,93
TEST##85803,2023-07-27,2025-07-30,734,canceled,level_1 ($10000 to $19999),japanese,full_time,6.99,9171,21117,2,74,51,80
TEST##87323,2024-06-24,2024-09-18,86,suspended,level_1 ($10000 to $19999),chinese_american,full_time,6.99,1712,10528,2,66,17,69
TEST##87378,2024-07-05,2024-07-06,1,suspended,level_0 ($0 to $9999),advanced,full_time,6.99,12,27516,1,,,82
TEST##87976,2024-12-30,2025-02-14,46,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,31,80112,2,65,,68
TEST##87668,2024-08-28,2024-08-28,0,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,3,91766,,,,99
TEST##86793,2024-01-31,2024-02-05,5,suspended,level_0 ($0 to $9999),japanese,full_time,6.99,5,10025,1,,,61
TEST##86786,2024-01-14,2024-02-13,30,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,53,76034,1,,,58
TEST##86883,2024-02-07,2025-10-05,606,active,level_3 ($30000 to $39999),japanese,full_time,6.99,23133,42420,2,65,72,74
TEST##85618,2023-05-31,2023-12-11,194,canceled,level_5 ($50000 to $59999),chinese_american,full_time,7.99,11440,13501,2,,126,99
TEST##86203,2023-10-02,2023-12-12,71,suspended,level_6 ($60000 to $69999),chinese_american,part_time,7.79,3908,75052,1,,31,110
TEST##85715,2023-06-30,2025-10-04,827,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,4404,18091,2,61,13,76
TEST##85151,2023-02-09,2025-10-06,970,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,22844,48429,2,66,47,63
TEST##89097,2025-02-13,2025-10-06,235,active,level_1 ($10000 to $19999),japanese,full_time,6.99,3040,28390,2,65,20,81
TEST##85102,2023-05-19,2025-10-05,870,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,13535,48827,1,63,51,75
TEST##85599,2023-06-02,2024-07-31,425,suspended,level_0 ($0 to $9999),chinese_japanese,full_time,6.99,3180,32940,1,,25,88
TEST##89201,2025-03-29,2025-07-19,112,suspended,level_1 ($10000 to $19999),advanced,full_time,7.79,2148,10443,2,,29,77
TEST##86871,2024-02-02,2024-09-30,241,suspended,level_0 ($0 to $9999),advanced,full_time,6.99,1695,28217,1,60,15,88
TEST##89565,2025-08-20,2025-10-06,47,active,level_3 ($30000 to $39999),chinese_american,full_time,6.99,2511,21206,1,69,18,74
TEST##89509,2025-08-01,2025-10-05,65,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,279,32351,2,59,10,78
TEST##85062,2023-01-31,2023-05-05,94,canceled,level_1 ($10000 to $19999),chinese_american,part_time,6.99,1212,82009,2,,17,81
TEST##85607,2023-05-31,2023-06-05,5,canceled,level_0 ($0 to $9999),japanese,part_time,8,31,08054,1,,2,79
TEST##85168,2023-02-13,2025-10-06,966,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,18698,34471,1,64,56,81
TEST##86086,2023-09-08,2025-10-02,755,active,level_5 ($50000 to $59999),chinese_american,part_time,6.99,14022,44683,1,15,26,72
TEST##85676,2023-06-21,2025-10-06,838,active,level_1 ($10000 to $19999),chinese_japanese,part_time,7.85,5103,06705,1,66,41,86
TEST##87195,2024-04-30,2025-10-05,523,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,9092,38019,2,65,37,69
TEST##86599,2023-12-12,2025-10-05,663,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,19119,27524,1,59,29,62
TEST##85106,2023-02-24,2025-10-06,955,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,26064,45714,2,60,90,67
TEST##85756,2023-07-26,2023-09-15,51,suspended,level_1 ($10000 to $19999),chinese_american,full_time,5.99,505,89012,1,,20,119
TEST##87005,2024-03-04,2024-03-13,9,canceled,level_1 ($10000 to $19999),chinese_american,part_time,6.99,215,56374,1,,12,75
TEST##87336,2024-06-26,2024-12-15,172,suspended,level_0 ($0 to $9999),chinese_japanese,part_time,6.99,959,77089,1,34,8,78
TEST##87896,2024-11-18,2025-10-06,322,active,level_0 ($0 to $9999),advanced,full_time,6.99,2036,19701,1,72,11,85
TEST##89591,2025-09-03,2025-10-01,28,suspended,level_2 ($20000 to $29999),chinese_american,full_time,6.99,864,45067,2,61,14,70
TEST##86375,2023-11-12,2025-04-18,523,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,744,E2M 2L3,1,,5,77
TEST##89116,2025-02-24,2025-04-12,47,canceled,level_1 ($10000 to $19999),chinese_american,part_time,7.79,685,21226,3,,11,108
TEST##87716,2024-09-12,2024-10-12,30,suspended,level_1 ($10000 to $19999),japanese,full_time,6.99,366,33024,1,,4,117
TEST##87568,2024-07-31,2025-10-05,431,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,1158,46219,1,62,7,63
TEST##87015,2024-03-05,2025-01-03,304,suspended,level_4 ($40000 to $49999),chinese_american,full_time,7.59,5879,11741,2,27,78,101
TEST##85011,2023-01-07,2025-10-06,1003,active,level_2 ($20000 to $29999),japanese,full_time,6.99,24542,33576,2,66,123,85
TEST##86377,2023-11-18,2025-10-06,688,active,level_0 ($0 to $9999),chinese_american,full_time,5.99,7309,89147,1,71,40,96
TEST##86906,2024-02-09,2025-10-05,604,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,3255,19341,1,67,30,81
TEST##86977,2024-03-04,2025-10-06,581,active,level_1 ($10000 to $19999),chinese_japanese,full_time,6.99,6302,21044,1,67,34,84
TEST##86091,2023-09-08,2025-10-06,759,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,12253,21842,1,59,38,72
TEST##85056,2023-01-19,2025-10-06,991,active,level_4 ($40000 to $49999),chinese_american,full_time,7.59,39158,15601,1,64,168,92
TEST##86689,2023-12-23,2025-10-05,652,active,level_2 ($20000 to $29999),chinese_american,full_time,7.59,11799,32137,2,66,144,101
TEST##87076,2024-03-25,2025-04-14,385,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,2892,38804,1,63,21,74
TEST##86135,2023-09-17,2024-05-03,229,suspended,level_2 ($20000 to $29999),advanced,part_time,7.29,1110,L2G 7K3,1,,17,104
TEST##87919,2024-11-23,2025-03-26,123,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,141,49424,1,,2,58
TEST##89205,2025-04-01,2025-10-04,186,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,2695,91384,2,51,12,75
TEST##86799,2024-01-18,2024-06-21,155,suspended,level_0 ($0 to $9999),advanced,full_time,6.99,2026,19104,1,,4,75
TEST##87391,2024-07-19,2024-08-26,38,canceled,level_0 ($0 to $9999),advanced,full_time,6.99,30,11101,1,,1,107
TEST##86856,2024-01-27,2024-04-07,71,suspended,level_0 ($0 to $9999),chinese_american,full_time,6.99,483,60185,1,,1,78
TEST##87068,2024-05-13,2025-10-05,510,active,level_0 ($0 to $9999),japanese,full_time,6.99,536,80631,1,59,1,78
TEST##87892,2024-11-15,2024-12-12,27,canceled,level_0 ($0 to $9999),japanese,full_time,6.99,66,55033,2,,1,83
TEST##85185,2023-02-18,2025-10-06,961,active,level_6 ($60000 to $69999),chinese_american,full_time,8.19,75433,11427,2,69,481,90
TEST##86953,2024-02-17,2025-10-05,596,active,level_3 ($30000 to $39999),chinese_american,full_time,7.99,24060,18102,1,68,104,97
TEST##85798,2023-07-24,2025-10-06,805,active,level_3 ($30000 to $39999),chinese_japanese,part_time,7.65,20968,11967,2,24,140,97
TEST##87322,2024-06-22,2025-10-05,470,active,level_0 ($0 to $9999),advanced,full_time,6.99,4491,18936,2,61,10,69
TEST##87935,2024-12-04,2024-12-04,0,suspended,level_2 ($20000 to $29999),chinese_american,full_time,6.99,31,48433,1,,7,105
TEST##86267,2023-10-18,2025-10-05,718,active,level_1 ($10000 to $19999),advanced,full_time,6.99,8690,34744,1,68,34,87
TEST##86321,2023-10-31,2025-03-01,487,canceled,level_1 ($10000 to $19999),chinese_american,part_time,6.99,1646,44509,1,,16,74
TEST##87671,2024-08-29,2025-10-06,403,active,level_1 ($10000 to $19999),advanced,part_time,6.99,8189,20748,2,73,26,79
TEST##89178,2025-03-17,2025-10-06,203,active,level_0 ($0 to $9999),chinese_american,full_time,7.79,763,44663,2,59,15,81
TEST##87992,2024-12-17,2025-10-05,292,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,9777,08609,2,62,23,59
TEST##86575,2023-12-03,2025-10-05,672,active,level_2 ($20000 to $29999),chinese_japanese,full_time,7.59,10947,60560,1,64,16,86
TEST##86666,2023-12-30,2024-12-04,340,suspended,level_0 ($0 to $9999),chinese_japanese,full_time,6.99,1082,02910,2,68,6,94
TEST##85657,2023-06-15,2024-05-14,334,canceled,level_9 ($90000 to $99999),chinese_japanese,full_time,7.59,22848,22701,2,,118,95
TEST##86033,2023-08-31,2025-10-06,767,active,level_6 ($60000 to $69999),chinese_american,full_time,6.99,39359,49085,2,53,63,62
TEST##87715,2024-09-20,2025-10-05,380,active,level_1 ($10000 to $19999),chinese_japanese,full_time,6.99,5116,61443,1,63,24,85
TEST##86318,2023-10-31,2025-10-06,706,active,level_1 ($10000 to $19999),chinese_american,full_time,7.99,10781,10314,2,83,52,93
TEST##87651,2024-08-21,2025-06-01,284,canceled,level_1 ($10000 to $19999),advanced,full_time,6.99,6985,20018,2,,35,76
TEST##86508,2023-11-24,2025-10-05,681,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,13101,54115,1,54,36,76
TEST##87158,2024-04-26,2025-02-26,306,canceled,level_1 ($10000 to $19999),chinese_american,part_time,6.99,4353,30087,1,,19,79
TEST##87905,2024-12-07,2025-01-05,29,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,27,10314,1,,5,119
TEST##86265,2023-10-19,2025-10-03,715,active,level_1 ($10000 to $19999),chinese_american,part_time,6.99,2501,46168,2,5,8,80
TEST##87761,2024-10-02,2024-10-03,1,canceled,level_1 ($10000 to $19999),japanese,full_time,6.99,16,01752,2,,3,61
TEST##86625,2023-12-21,2024-01-30,40,suspended,level_1 ($10000 to $19999),advanced,full_time,6.99,706,30274,2,,6,107
TEST##85188,2023-02-20,2025-10-06,959,active,level_4 ($40000 to $49999),chinese_american,full_time,6.99,54819,28358,1,64,171,66
TEST##87857,2024-12-06,2025-10-06,304,active,level_2 ($20000 to $29999),chinese_american,full_time,7.59,7273,34746,1,58,43,105
TEST##85253,2023-05-01,2025-10-06,889,active,level_3 ($30000 to $39999),chinese_american,full_time,8.19,35210,06320,2,73,160,84
TEST##85666,2023-06-16,2025-10-06,843,active,level_2 ($20000 to $29999),chinese_american,full_time,8.39,26456,63074,1,68,167,87
TEST##85781,2023-07-29,2025-10-06,800,active,level_6 ($60000 to $69999),chinese_american,full_time,7.99,52374,06705,2,31,309,103
TEST##85835,2023-08-01,2025-10-05,796,active,level_3 ($30000 to $39999),chinese_japanese,full_time,6.99,11795,01230,2,61,88,80
TEST##85637,2023-06-11,2025-10-06,848,active,level_0 ($0 to $9999),chinese_japanese,full_time,6.99,8430,19026,2,58,19,58
TEST##86957,2024-02-17,2025-10-05,596,active,level_2 ($20000 to $29999),chinese_american,part_time,7.99,14239,55404,3,21,99,102
TEST##86306,2023-11-10,2025-10-06,696,active,level_2 ($20000 to $29999),advanced,full_time,6.99,8288,V0G 1L0,1,55,37,83
TEST##87962,2024-12-09,2025-10-06,301,active,level_1 ($10000 to $19999),chinese_american,full_time,5.99,3709,77388,1,79,47,94
TEST##87861,2024-11-02,2025-10-06,338,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,8002,46321,2,60,48,93
TEST##87332,2024-07-08,2025-10-06,455,active,level_1 ($10000 to $19999),chinese_american,full_time,8.39,9724,07666,2,73,73,88
TEST##86765,2024-01-27,2024-04-05,69,suspended,level_2 ($20000 to $29999),chinese_japanese,full_time,6.99,1395,01247,2,,15,93
TEST##89587,2025-08-31,2025-10-05,35,active,level_2 ($20000 to $29999),chinese_american,full_time,7.99,1169,33407,2,66,12,104
TEST##86193,2023-09-29,2023-10-29,30,suspended,level_5 ($50000 to $59999),chinese_american,full_time,6.99,1867,06042,2,,9,68
TEST##89135,2025-03-03,2025-10-06,217,active,level_2 ($20000 to $29999),chinese_american,full_time,7.99,4349,46319,2,60,25,88
TEST##87518,2024-07-18,2025-10-06,445,active,level_0 ($0 to $9999),chinese_american,full_time,7.99,1330,07060,1,67,17,90
TEST##87361,2024-06-29,2025-10-05,463,active,level_0 ($0 to $9999),japanese,full_time,6.99,625,04101,2,61,2,73
TEST##85838,2023-08-02,2025-10-06,796,active,level_4 ($40000 to $49999),chinese_american,full_time,6.99,39787,32244,2,66,126,69
TEST##85677,2023-07-13,2025-10-05,815,active,level_1 ($10000 to $19999),japanese,full_time,6.99,10821,28334,1,66,191,107
TEST##87303,2024-06-14,2025-10-05,478,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,5537,46203,2,71,29,84
TEST##87672,2024-09-03,2025-10-05,397,active,level_1 ($10000 to $19999),japanese,full_time,6.99,4626,27406,2,66,30,88
TEST##87078,2024-03-26,2025-02-26,337,canceled,level_1 ($10000 to $19999),chinese_american,part_time,6.99,3867,31321,1,,38,82
TEST##86051,2023-09-01,2025-10-06,766,active,level_6 ($60000 to $69999),chinese_american,full_time,6.99,64984,27545,2,72,138,68
TEST##86691,2023-12-30,2025-10-05,645,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,9493,73013,2,59,44,83
TEST##87771,2024-09-30,2025-02-27,150,suspended,level_0 ($0 to $9999),advanced,full_time,6.99,478,37421,1,75,6,83
TEST##85053,2023-04-11,2023-04-12,1,suspended,level_0 ($0 to $9999),chinese_japanese,full_time,6.99,6,37760,,,3,128
TEST##89156,2025-03-11,2025-10-05,208,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,7332,70815,2,64,69,77
TEST##86838,2024-01-28,2025-10-06,617,active,level_1 ($10000 to $19999),chinese_american,full_time,6.99,9493,80249,3,73,81,88
TEST##86119,2023-09-14,2025-10-06,753,active,level_2 ($20000 to $29999),chinese_american,full_time,8.19,19309,07010,2,69,126,92
TEST##86325,2023-11-01,2025-10-05,704,active,level_4 ($40000 to $49999),chinese_american,part_time,7.79,17016,06040,1,21,57,93
TEST##89605,2025-09-09,2025-10-06,27,active,level_1 ($10000 to $19999),chinese_american,full_time,8.19,424,21227,1,63,19,93
TEST##87299,2024-06-11,2025-10-06,482,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,2671,89433,1,69,11,76
TEST##89316,2025-06-24,2025-10-06,104,active,level_3 ($30000 to $39999),pizza,full_time,7.99,4975,19141,2,78,119,100
TEST##89209,2025-03-31,2025-10-06,189,active,level_1 ($10000 to $19999),chinese_american,full_time,6.3,1713,30506,1,74,38,110
TEST##86658,2023-12-26,2025-01-05,376,canceled,level_0 ($0 to $9999),japanese,full_time,6.99,2604,06516,1,,21,72
TEST##86837,2024-02-01,2025-04-30,454,canceled,level_0 ($0 to $9999),advanced,part_time,7.69,1929,64801,1,,28,103
TEST##87117,2024-04-13,2024-09-29,169,canceled,level_0 ($0 to $9999),japanese,full_time,6.99,1469,21740,2,,7,78
TEST##89139,2025-03-07,2025-03-18,11,canceled,level_0 ($0 to $9999),japanese,full_time,7.65,45,10314,2,,4,96
TEST##86371,2023-11-15,2023-12-27,42,canceled,level_0 ($0 to $9999),chinese_american,part_time,7.99,44,07470,2,,2,116
TEST##86591,2023-12-13,2024-02-09,58,canceled,level_0 ($0 to $9999),japanese,full_time,6.99,190,22030,1,,2,75
TEST##85683,2023-07-12,2025-10-06,817,active,level_3 ($30000 to $39999),chinese_american,full_time,6.59,44590,10472,2,82,246,90
TEST##86915,2024-02-11,2025-10-05,602,active,level_2 ($20000 to $29999),chinese_american,full_time,7.59,9948,50707,1,67,60,88
TEST##89397,2025-07-24,2025-10-06,74,active,level_2 ($20000 to $29999),chinese_american,full_time,7.99,1611,12207,,62,56,109
TEST##85213,2023-02-27,2025-09-06,922,active,level_2 ($20000 to $29999),chinese_american,part_time,6.99,7800,32955,1,9,31,72
TEST##85959,2023-08-25,2025-10-05,772,active,level_2 ($20000 to $29999),chinese_american,full_time,6.99,16568,19525,2,63,31,66
TEST##87965,2024-12-04,2025-10-06,306,active,level_1 ($10000 to $19999),chinese_american,full_time,8.59,8517,10029,2,82,62,89
TEST##86122,2023-09-18,2025-10-06,749,active,level_2 ($20000 to $29999),chinese_american,full_time,7.99,17179,19152,2,67,90,92
TEST##87816,2024-10-16,2025-07-29,286,canceled,level_0 ($0 to $9999),chinese_american,full_time,6.99,1479,31525,1,75,9,82
TEST##89511,2025-08-07,2025-10-05,59,active,level_3 ($30000 to $39999),chinese_american,full_time,6.99,2346,40422,2,59,17,76
TEST##86311,2023-11-03,2023-11-24,21,suspended,level_0 ($0 to $9999),chinese_american,part_time,7.59,41,89149,1,,5,88
TEST##83692,2023-02-13,2023-02-13,0,canceled,level_4 ($40000 to $49999),chinese_american,full_time,7.59,44,10463,2,,6,107
TEST##87203,2024-06-16,2024-07-16,30,suspended,level_0 ($0 to $9999),chinese_american,full_time,6.99,10,90262,1,,,77
TEST##87107,2024-04-17,2024-05-11,24,canceled,level_0 ($0 to $9999),japanese,full_time,8.05,65,18504,2,,,79
TEST##89331,2025-07-01,2025-10-06,97,active,level_2 ($20000 to $29999),chinese_american,full_time,6.59,4172,10473,2,71,52,109
TEST##85936,2023-08-20,2025-10-05,777,active,level_3 ($30000 to $39999),chinese_american,full_time,6.99,25965,31302,2,61,57,75
TEST##85979,2023-08-23,2025-10-06,775,active,level_3 ($30000 to $39999),chinese_american,full_time,7.59,26568,50702,3,67,141,105
TEST##85136,2023-02-08,2024-08-15,554,suspended,level_3 ($30000 to $39999),chinese_american,full_time,6.99,21707,31329,1,62,179,91
TEST##87212,2024-05-13,2025-10-06,511,active,level_3 ($30000 to $39999),chinese_american,full_time,6.99,22974,19806,2,60,54,66
TEST##85293,2023-03-24,2025-10-05,926,active,level_3 ($30000 to $39999),chinese_american,full_time,6.99,46584,27127,2,67,93,66
TEST##85767,2023-07-11,2025-09-26,808,active,level_3 ($30000 to $39999),chinese_american,full_time,7.59,25325,08015,2,65,137,94
TEST##86538,2023-11-29,2025-10-05,676,active,level_4 ($40000 to $49999),chinese_american,full_time,6.99,20993,44062,2,62,61,85
TEST##87973,2024-12-13,2025-10-05,296,active,level_0 ($0 to $9999),chinese_american,full_time,6.99,2238,33063,2,63,26,86
